Pedigree,Individual,PITTagNum,Lineage,DateSampled,LengthFork1,GenSex,Gender,FieldID1Type,FieldID1,BiosamplesID,Disposition1,FinClipStatus,Weight,RearType,ReturnLocation,UTMEast,UTMNorth,UTMZone,CWTNum,Marks,SnoutBag,CommentsGeneral
OmyENIS06C_3,OmyENIS06C_3_0015,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-15,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0016,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0017,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0018,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-18,NA,NA,NoEthanol/Soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0019,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-19,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0020,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-20,NA,NA,NoEthanol/Soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0021,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-21,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0022,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0023,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0024,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0025,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0026,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0027,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-27,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0028,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0029,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0030,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-30,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0031,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0032,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0033,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-33,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0034,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0035,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-35,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0036,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0037,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-37,NA,NA,NoEthanol/Soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0038,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0039,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0040,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0041,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0042,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0043,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-43,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0044,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-44,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0045,NA,Redband,6/28/2006,NA,NA,U,Vial#,ES-45,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0046,NA,Coastal,6/28/2006,NA,NA,U,Vial#,ES-46,NA,NA,NoEthanol/Soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyENIS06C_3,OmyENIS06C_3_0047,NA,Introgressed,6/28/2006,NA,NA,U,Vial#,ES-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0001,NA,Redband,7/27/2005,NA,NA,M,Vial#,1,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0002,NA,Coastal,7/27/2005,NA,NA,M,Vial#,2,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0003,NA,Introgressed,7/27/2005,NA,NA,F,Vial#,3,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0005,NA,Redband,7/27/2005,NA,NA,F,Vial#,5,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0006,NA,Redband,7/27/2005,NA,NA,M,Vial#,6,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0007,NA,Redband,7/27/2005,NA,NA,M,Vial#,7,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0008,NA,Coastal,7/27/2005,NA,NA,M,Vial#,8,NA,NA,NoEthanol/Soft,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0009,NA,Introgressed,7/27/2005,NA,NA,F,Vial#,9,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0010,NA,Redband,7/27/2005,NA,NA,M,Vial#,10,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0011,NA,Coastal,7/27/2005,NA,NA,M,Vial#,11,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0012,NA,Introgressed,7/27/2005,NA,NA,F,Vial#,12,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0013,NA,Redband,7/27/2005,NA,NA,M,Vial#,13,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0014,NA,Coastal,7/27/2005,NA,NA,F,Vial#,14,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0015,NA,Introgressed,7/27/2005,NA,NA,M,Vial#,15,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0016,NA,Redband,7/27/2005,NA,NA,M,Vial#,16,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0017,NA,Redband,7/27/2005,NA,NA,M,Vial#,17,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0018,NA,Redband,7/27/2005,NA,NA,M,Vial#,18,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0019,NA,Coastal,7/27/2005,NA,NA,M,Vial#,19,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0020,NA,Introgressed,7/27/2005,NA,NA,M,Vial#,20,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0021,NA,Redband,7/27/2005,NA,NA,M,Vial#,21,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0022,NA,Coastal,7/27/2005,NA,NA,F,Vial#,22,NA,NA,SampleUsedUp,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0023,NA,Introgressed,7/27/2005,NA,NA,F,Vial#,23,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyHAYS05C,OmyHAYS05C_0024,NA,Redband,7/27/2005,NA,NA,M,Vial#,24,NA,NA,NoEthanol/Dry,NA,H,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0001,NA,Coastal,NA,NA,NA,U,Vial#,00-1680,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0002,NA,Introgressed,NA,NA,NA,U,Vial#,00-1681,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0003,NA,Redband,NA,NA,NA,U,Vial#,00-1683,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0004,NA,Redband,NA,NA,NA,U,Vial#,00-1684,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0005,NA,Redband,NA,NA,NA,U,Vial#,00-1685,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0006,NA,Coastal,NA,NA,NA,U,Vial#,00-1686,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0007,NA,Introgressed,NA,NA,NA,U,Vial#,00-1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0008,NA,Redband,NA,NA,NA,U,Vial#,00-1688,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0009,NA,Coastal,NA,NA,NA,U,Vial#,00-1689,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0010,NA,Introgressed,NA,NA,NA,U,Vial#,00-1690,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0011,NA,Redband,NA,NA,NA,U,Vial#,00-1691,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0012,NA,Coastal,NA,NA,NA,U,Vial#,00-1692,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0013,NA,Introgressed,NA,NA,NA,U,Vial#,00-1693,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0014,NA,Redband,NA,NA,NA,U,Vial#,00-1695,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0015,NA,Redband,NA,NA,NA,U,Vial#,00-1696,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0016,NA,Redband,NA,NA,NA,U,Vial#,00-1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0017,NA,Coastal,NA,NA,NA,U,Vial#,00-1698,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0018,NA,Introgressed,NA,NA,NA,U,Vial#,00-1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0019,NA,Redband,NA,NA,NA,U,Vial#,00-1702,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0020,NA,Coastal,NA,NA,NA,U,Vial#,00-1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0021,NA,Introgressed,NA,NA,NA,U,Vial#,00-1706,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0022,NA,Redband,NA,NA,NA,U,Vial#,00-1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0023,NA,Coastal,NA,NA,NA,U,Vial#,00-1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0024,NA,Introgressed,NA,NA,NA,U,Vial#,00-1709,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0025,NA,Redband,NA,NA,NA,U,Vial#,00-1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0026,NA,Redband,NA,NA,NA,U,Vial#,00-1713,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0027,NA,Redband,NA,NA,NA,U,Vial#,00-1715,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0028,NA,Coastal,NA,NA,NA,U,Vial#,00-1721,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0029,NA,Introgressed,NA,NA,NA,U,Vial#,00-1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0030,NA,Redband,NA,NA,NA,U,Vial#,00-1725,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0031,NA,Coastal,NA,NA,NA,U,Vial#,00-1728,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0032,NA,Introgressed,NA,NA,NA,U,Vial#,00-1729,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0033,NA,Redband,NA,NA,NA,U,Vial#,00-1730,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0034,NA,Coastal,NA,NA,NA,U,Vial#,00-1731,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0035,NA,Introgressed,NA,NA,NA,U,Vial#,00-1732,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0036,NA,Redband,NA,NA,NA,U,Vial#,00-1733,NA,NA,NoEthanol/Soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0037,NA,Redband,NA,NA,NA,U,Vial#,00-1734,NA,NA,NoEthanol/Soft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0038,NA,Redband,NA,NA,NA,U,Vial#,00-1735,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0039,NA,Coastal,NA,NA,NA,U,Vial#,00-1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0040,NA,Introgressed,NA,NA,NA,U,Vial#,00-1739,NA,NA,NoEthanol/Dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0041,NA,Redband,NA,NA,NA,U,Vial#,00-1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0042,NA,Coastal,NA,NA,NA,U,Vial#,00-1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0043,NA,Introgressed,NA,NA,NA,U,Vial#,00-1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0044,NA,Redband,NA,NA,NA,U,Vial#,00-1744,NA,NA,SampleUsedUp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0045,NA,Coastal,NA,NA,NA,U,Vial#,00-1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0046,NA,Introgressed,NA,NA,NA,U,Vial#,00-1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyBIGC00C,OmyBIGC00C_0047,NA,Redband,NA,NA,NA,U,Vial#,00-1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0001,NA,Redband,3/17/2011,650,NA,M,GEN#,2,11-41002,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0005,NA,Redband,3/25/2011,850,NA,M,GEN#,8,11-41008,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0009,NA,Coastal,4/6/2011,810,NA,M,GEN#,16,11-41016,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0013,NA,Introgressed,4/10/2011,800,NA,M,GEN#,27,11-41027,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0017,NA,Redband,4/16/2011,760,NA,M,GEN#,40,11-41040,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0021,3D9.1BF26C1F88,Coastal,4/20/2011,860,NA,M,GEN#,49,11-41049,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0025,3D9.1BF26BB8A1,Introgressed,4/26/2011,890,NA,M,GEN#,69,11-41069,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0029,NA,Redband,5/3/2011,760,NA,M,GEN#,81,11-41081,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0033,NA,Coastal,5/4/2011,850,NA,M,GEN#,93,11-41093,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0037,3D9.1C2D580DB3,Introgressed,5/8/2011,820,NA,M,GEN#,122,11-41122,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0041,NA,Redband,6/25/2011,830,NA,M,GEN#,150,11-41150,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0045,3D9.1BF26BA586,Redband,7/9/2011,770,NA,M,GEN#,K112,11-41223,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0049,NA,Redband,3/28/2011,800,NA,F,GEN#,10,11-41010,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0053,NA,Coastal,4/6/2011,780,NA,F,GEN#,17,11-41017,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0057,3D9.1BF26BF2C1,Introgressed,4/9/2011,740,NA,F,GEN#,23,11-41023,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0061,NA,Redband,4/10/2011,760,NA,F,GEN#,30,11-41030,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0065,NA,Coastal,4/15/2011,800,NA,F,GEN#,35,11-41035,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0069,3D9.1C2D56AAED,Introgressed,4/17/2011,800,NA,F,GEN#,42,11-41042,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0073,NA,Redband,4/19/2011,810,NA,F,GEN#,48,11-41048,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0077,NA,Coastal,4/23/2011,760,NA,F,GEN#,54,11-41054,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0081,3D9.1BF26B6AD5,Introgressed,4/25/2011,730,NA,F,GEN#,58,11-41058,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0085,NA,Redband,4/26/2011,780,NA,F,GEN#,64,11-41064,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0089,3D9.1BF26B932F,Redband,4/26/2011,750,NA,F,GEN#,68,11-41068,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
OmyFILW11S,OmyFILW11S_0093,3D9.1BF23E8137,Redband,4/28/2011,750,NA,F,GEN#,74,11-41074,NA,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA
